date,borsa_istanbul,dolar_kuru,enflasyon,faiz
2024-06-22,1.8571428571428572,11.571428571428571,4.714285714285714,19.142857142857142
2024-06-23,2.0,12.0,5.0,20.0
2024-06-24,2.142857142857143,11.714285714285714,6.285714285714286,19.571428571428573
2024-06-25,2.2857142857142856,11.428571428571429,7.571428571428571,19.142857142857142
2024-06-26,2.4285714285714284,11.142857142857142,8.857142857142858,18.714285714285715
2024-06-27,2.571428571428571,10.857142857142858,10.142857142857142,18.285714285714285
2024-06-28,2.7142857142857144,10.571428571428571,11.428571428571429,17.857142857142858
2024-06-29,2.857142857142857,10.285714285714286,12.714285714285715,17.42857142857143
2024-06-30,3.0,10.0,14.0,17.0
2024-07-01,2.857142857142857,10.142857142857142,12.571428571428571,17.142857142857142
2024-07-02,2.7142857142857144,10.285714285714286,11.142857142857142,17.285714285714285
2024-07-03,2.5714285714285716,10.428571428571429,9.714285714285715,17.428571428571427
2024-07-04,2.428571428571429,10.571428571428571,8.285714285714285,17.571428571428573
2024-07-05,2.2857142857142856,10.714285714285714,6.857142857142857,17.714285714285715
2024-07-06,2.142857142857143,10.857142857142858,5.428571428571429,17.857142857142858
2024-07-07,2.0,11.0,4.0,18.0
2024-07-08,2.0,11.0,3.857142857142857,18.0
2024-07-09,2.0,11.0,3.7142857142857144,18.0
2024-07-10,2.0,11.0,3.5714285714285716,18.0
2024-07-11,2.0,11.0,3.428571428571429,18.0
2024-07-12,2.0,11.0,3.2857142857142856,18.0
2024-07-13,2.0,11.0,3.142857142857143,18.0
2024-07-14,2.0,11.0,3.0,18.0
2024-07-15,2.142857142857143,10.857142857142858,3.0,18.428571428571427
2024-07-16,2.2857142857142856,10.714285714285714,3.0,18.857142857142858
2024-07-17,2.4285714285714284,10.571428571428571,3.0,19.285714285714285
2024-07-18,2.571428571428571,10.428571428571429,3.0,19.714285714285715
2024-07-19,2.7142857142857144,10.285714285714286,3.0,20.142857142857142
2024-07-20,2.857142857142857,10.142857142857142,3.0,20.57142857142857
2024-07-21,3.0,10.0,3.0,21.0
